i,size,capacity
1359000,1359001,2097152
1360000,1360001,2097152
1361000,1361001,2097152
1362000,1362001,2097152
1363000,1363001,2097152
1364000,1364001,2097152
1365000,1365001,2097152
1366000,1366001,2097152
1367000,1367001,2097152
1368000,1368001,2097152
1369000,1369001,2097152
1370000,1370001,2097152
1371000,1371001,2097152
1372000,1372001,2097152
1373000,1373001,2097152
1374000,1374001,2097152
1375000,1375001,2097152
1376000,1376001,2097152
1377000,1377001,2097152
1378000,1378001,2097152
1379000,1379001,2097152
1380000,1380001,2097152
1381000,1381001,2097152
1382000,1382001,2097152
1383000,1383001,2097152
1384000,1384001,2097152
1385000,1385001,2097152
1386000,1386001,2097152
1387000,1387001,2097152
1388000,1388001,2097152
1389000,1389001,2097152
1390000,1390001,2097152
1391000,1391001,2097152
1392000,1392001,2097152
1393000,1393001,2097152
1394000,1394001,2097152
1395000,1395001,2097152
1396000,1396001,2097152
1397000,1397001,2097152
1398000,1398001,2097152
1399000,1399001,2097152
1400000,1400001,2097152
1401000,1401001,2097152
1402000,1402001,2097152
1403000,1403001,2097152
1404000,1404001,2097152
1405000,1405001,2097152
1406000,1406001,2097152
1407000,1407001,2097152
1408000,1408001,2097152
1409000,1409001,2097152
1410000,1410001,2097152
1411000,1411001,2097152
1412000,1412001,2097152
1413000,1413001,2097152
1414000,1414001,2097152
1415000,1415001,2097152
1416000,1416001,2097152
1417000,1417001,2097152
1418000,1418001,2097152
1419000,1419001,2097152
1420000,1420001,2097152
1421000,1421001,2097152
1422000,1422001,2097152
1423000,1423001,2097152
1424000,1424001,2097152
1425000,1425001,2097152
1426000,1426001,2097152
1427000,1427001,2097152
1428000,1428001,2097152
1429000,1429001,2097152
1430000,1430001,2097152
1431000,1431001,2097152
1432000,1432001,2097152
1433000,1433001,2097152
1434000,1434001,2097152
1435000,1435001,2097152
1436000,1436001,2097152
1437000,1437001,2097152
1438000,1438001,2097152
1439000,1439001,2097152
1440000,1440001,2097152
1441000,1441001,2097152
1442000,1442001,2097152
1443000,1443001,2097152
1444000,1444001,2097152
1445000,1445001,2097152
1446000,1446001,2097152
1447000,1447001,2097152
1448000,1448001,2097152
1449000,1449001,2097152
1450000,1450001,2097152
1451000,1451001,2097152
1452000,1452001,2097152
1453000,1453001,2097152
1454000,1454001,2097152
1455000,1455001,2097152
1456000,1456001,2097152
1457000,1457001,2097152
1458000,1458001,2097152
1459000,1459001,2097152
1460000,1460001,2097152
1461000,1461001,2097152
1462000,1462001,2097152
1463000,1463001,2097152
1464000,1464001,2097152
1465000,1465001,2097152
1466000,1466001,2097152
1467000,1467001,2097152
1468000,1468001,2097152
1469000,1469001,2097152
1470000,1470001,2097152
1471000,1471001,2097152
1472000,1472001,2097152
1473000,1473001,2097152
1474000,1474001,2097152
1475000,1475001,2097152
1476000,1476001,2097152
1477000,1477001,2097152
1478000,1478001,2097152
1479000,1479001,2097152
1480000,1480001,2097152
1481000,1481001,2097152
1482000,1482001,2097152
1483000,1483001,2097152
1484000,1484001,2097152
1485000,1485001,2097152
1486000,1486001,2097152
1487000,1487001,2097152
1488000,1488001,2097152
1489000,1489001,2097152
1490000,1490001,2097152
1491000,1491001,2097152
1492000,1492001,2097152
1493000,1493001,2097152
1494000,1494001,2097152
1495000,1495001,2097152
1496000,1496001,2097152
1497000,1497001,2097152
1498000,1498001,2097152
1499000,1499001,2097152
1500000,1500001,2097152
1501000,1501001,2097152
1502000,1502001,2097152
1503000,1503001,2097152
1504000,1504001,2097152
1505000,1505001,2097152
1506000,1506001,2097152
1507000,1507001,2097152
1508000,1508001,2097152
1509000,1509001,2097152
1510000,1510001,2097152
1511000,1511001,2097152
1512000,1512001,2097152
1513000,1513001,2097152
1514000,1514001,2097152
1515000,1515001,2097152
1516000,1516001,2097152
1517000,1517001,2097152
1518000,1518001,2097152
1519000,1519001,2097152
1520000,1520001,2097152
1521000,1521001,2097152
1522000,1522001,2097152
1523000,1523001,2097152
1524000,1524001,2097152
1525000,1525001,2097152
1526000,1526001,2097152
1527000,1527001,2097152
1528000,1528001,2097152
1529000,1529001,2097152
1530000,1530001,2097152
1531000,1531001,2097152
1532000,1532001,2097152
1533000,1533001,2097152
1534000,1534001,2097152
1535000,1535001,2097152
1536000,1536001,2097152
1537000,1537001,2097152
1538000,1538001,2097152
1539000,1539001,2097152
1540000,1540001,2097152
1541000,1541001,2097152
1542000,1542001,2097152
1543000,1543001,2097152
1544000,1544001,2097152
1545000,1545001,2097152
1546000,1546001,2097152
1547000,1547001,2097152
1548000,1548001,2097152
1549000,1549001,2097152
1550000,1550001,2097152
1551000,1551001,2097152
1552000,1552001,2097152
1553000,1553001,2097152
1554000,1554001,2097152
1555000,1555001,2097152
1556000,1556001,2097152
1557000,1557001,2097152
1558000,1558001,2097152
1559000,1559001,2097152
1560000,1560001,2097152
1561000,1561001,2097152
1562000,1562001,2097152
1563000,1563001,2097152
1564000,1564001,2097152
1565000,1565001,2097152
1566000,1566001,2097152
1567000,1567001,2097152
1568000,1568001,2097152
1569000,1569001,2097152
1570000,1570001,2097152
1571000,1571001,2097152
1572000,1572001,2097152
1573000,1573001,2097152
1574000,1574001,2097152
1575000,1575001,2097152
1576000,1576001,2097152
1577000,1577001,2097152
1578000,1578001,2097152
1579000,1579001,2097152
1580000,1580001,2097152
1581000,1581001,2097152
1582000,1582001,2097152
1583000,1583001,2097152
1584000,1584001,2097152
1585000,1585001,2097152
1586000,1586001,2097152
1587000,1587001,2097152
1588000,1588001,2097152
1589000,1589001,2097152
1590000,1590001,2097152
1591000,1591001,2097152
1592000,1592001,2097152
1593000,1593001,2097152
1594000,1594001,2097152
1595000,1595001,2097152
1596000,1596001,2097152
1597000,1597001,2097152
1598000,1598001,2097152
1599000,1599001,2097152
1600000,1600001,2097152
1601000,1601001,2097152
1602000,1602001,2097152
1603000,1603001,2097152
1604000,1604001,2097152
1605000,1605001,2097152
1606000,1606001,2097152
1607000,1607001,2097152
1608000,1608001,2097152
1609000,1609001,2097152
1610000,1610001,2097152
1611000,1611001,2097152
1612000,1612001,2097152
1613000,1613001,2097152
1614000,1614001,2097152
1615000,1615001,2097152
1616000,1616001,2097152
1617000,1617001,2097152
1618000,1618001,2097152
1619000,1619001,2097152
1620000,1620001,2097152
1621000,1621001,2097152
1622000,1622001,2097152
1623000,1623001,2097152
1624000,1624001,2097152
1625000,1625001,2097152
1626000,1626001,2097152
1627000,1627001,2097152
1628000,1628001,2097152
1629000,1629001,2097152
1630000,1630001,2097152
1631000,1631001,2097152
1632000,1632001,2097152
1633000,1633001,2097152
1634000,1634001,2097152
1635000,1635001,2097152
1636000,1636001,2097152
1637000,1637001,2097152
1638000,1638001,2097152
1639000,1639001,2097152
1640000,1640001,2097152
1641000,1641001,2097152
1642000,1642001,2097152
1643000,1643001,2097152
1644000,1644001,2097152
1645000,1645001,2097152
1646000,1646001,2097152
1647000,1647001,2097152
1648000,1648001,2097152
1649000,1649001,2097152
1650000,1650001,2097152
1651000,1651001,2097152
1652000,1652001,2097152
1653000,1653001,2097152
1654000,1654001,2097152
1655000,1655001,2097152
1656000,1656001,2097152
1657000,1657001,2097152
1658000,1658001,2097152
1659000,1659001,2097152
1660000,1660001,2097152
1661000,1661001,2097152
1662000,1662001,2097152
1663000,1663001,2097152
1664000,1664001,2097152
1665000,1665001,2097152
1666000,1666001,2097152
1667000,1667001,2097152
1668000,1668001,2097152
1669000,1669001,2097152
1670000,1670001,2097152
1671000,1671001,2097152
1672000,1672001,2097152
1673000,1673001,2097152
1674000,1674001,2097152
1675000,1675001,2097152
1676000,1676001,2097152
1677000,1677001,2097152
1678000,1678001,2097152
1679000,1679001,2097152
1680000,1680001,2097152
1681000,1681001,2097152
1682000,1682001,2097152
1683000,1683001,2097152
1684000,1684001,2097152
1685000,1685001,2097152
1686000,1686001,2097152
1687000,1687001,2097152
1688000,1688001,2097152
1689000,1689001,2097152
1690000,1690001,2097152
1691000,1691001,2097152
1692000,1692001,2097152
1693000,1693001,2097152
1694000,1694001,2097152
1695000,1695001,2097152
1696000,1696001,2097152
1697000,1697001,2097152
1698000,1698001,2097152
1699000,1699001,2097152
1700000,1700001,2097152
1701000,1701001,2097152
1702000,1702001,2097152
1703000,1703001,2097152
1704000,1704001,2097152
1705000,1705001,2097152
1706000,1706001,2097152
1707000,1707001,2097152
1708000,1708001,2097152
1709000,1709001,2097152
1710000,1710001,2097152
1711000,1711001,2097152
1712000,1712001,2097152
1713000,1713001,2097152
1714000,1714001,2097152
1715000,1715001,2097152
1716000,1716001,2097152
1717000,1717001,2097152
1718000,1718001,2097152
1719000,1719001,2097152
1720000,1720001,2097152
1721000,1721001,2097152
1722000,1722001,2097152
1723000,1723001,2097152
1724000,1724001,2097152
1725000,1725001,2097152
1726000,1726001,2097152
1727000,1727001,2097152
1728000,1728001,2097152
1729000,1729001,2097152
1730000,1730001,2097152
1731000,1731001,2097152
1732000,1732001,2097152
1733000,1733001,2097152
1734000,1734001,2097152
1735000,1735001,2097152
1736000,1736001,2097152
1737000,1737001,2097152
1738000,1738001,2097152
1739000,1739001,2097152
1740000,1740001,2097152
1741000,1741001,2097152
1742000,1742001,2097152
1743000,1743001,2097152
1744000,1744001,2097152
1745000,1745001,2097152
1746000,1746001,2097152
1747000,1747001,2097152
1748000,1748001,2097152
1749000,1749001,2097152
1750000,1750001,2097152
1751000,1751001,2097152
1752000,1752001,2097152
1753000,1753001,2097152
1754000,1754001,2097152
1755000,1755001,2097152
1756000,1756001,2097152
1757000,1757001,2097152
1758000,1758001,2097152
1759000,1759001,2097152
1760000,1760001,2097152
1761000,1761001,2097152
1762000,1762001,2097152
1763000,1763001,2097152
1764000,1764001,2097152
1765000,1765001,2097152
1766000,1766001,2097152
1767000,1767001,2097152
1768000,1768001,2097152
1769000,1769001,2097152
1770000,1770001,2097152
1771000,1771001,2097152
1772000,1772001,2097152
1773000,1773001,2097152
1774000,1774001,2097152
1775000,1775001,2097152
1776000,1776001,2097152
1777000,1777001,2097152
1778000,1778001,2097152
1779000,1779001,2097152
1780000,1780001,2097152
1781000,1781001,2097152
1782000,1782001,2097152
1783000,1783001,2097152
1784000,1784001,2097152
1785000,1785001,2097152
1786000,1786001,2097152
1787000,1787001,2097152
1788000,1788001,2097152
1789000,1789001,2097152
1790000,1790001,2097152
1791000,1791001,2097152
1792000,1792001,2097152
1793000,1793001,2097152
1794000,1794001,2097152
1795000,1795001,2097152
1796000,1796001,2097152
1797000,1797001,2097152
1798000,1798001,2097152
1799000,1799001,2097152
1800000,1800001,2097152
1801000,1801001,2097152
1802000,1802001,2097152
1803000,1803001,2097152
1804000,1804001,2097152
1805000,1805001,2097152
1806000,1806001,2097152
1807000,1807001,2097152
1808000,1808001,2097152
1809000,1809001,2097152
1810000,1810001,2097152
1811000,1811001,2097152
1812000,1812001,2097152
1813000,1813001,2097152
1814000,1814001,2097152
1815000,1815001,2097152
1816000,1816001,2097152
1817000,1817001,2097152
1818000,1818001,2097152
1819000,1819001,2097152
1820000,1820001,2097152
1821000,1821001,2097152
1822000,1822001,2097152
1823000,1823001,2097152
1824000,1824001,2097152
1825000,1825001,2097152
1826000,1826001,2097152
1827000,1827001,2097152
1828000,1828001,2097152
1829000,1829001,2097152
1830000,1830001,2097152
1831000,1831001,2097152
1832000,1832001,2097152
1833000,1833001,2097152
1834000,1834001,2097152
1835000,1835001,2097152
1836000,1836001,2097152
1837000,1837001,2097152
1838000,1838001,2097152
1839000,1839001,2097152
1840000,1840001,2097152
1841000,1841001,2097152
1842000,1842001,2097152
1843000,1843001,2097152
1844000,1844001,2097152
1845000,1845001,2097152
1846000,1846001,2097152
1847000,1847001,2097152
1848000,1848001,2097152
1849000,1849001,2097152
1850000,1850001,2097152
1851000,1851001,2097152
1852000,1852001,2097152
1853000,1853001,2097152
1854000,1854001,2097152
1855000,1855001,2097152
1856000,1856001,2097152
1857000,1857001,2097152
1858000,1858001,2097152
1859000,1859001,2097152
1860000,1860001,2097152
1861000,1861001,2097152
1862000,1862001,2097152
1863000,1863001,2097152
1864000,1864001,2097152
1865000,1865001,2097152
1866000,1866001,2097152
1867000,1867001,2097152
1868000,1868001,2097152
1869000,1869001,2097152
1870000,1870001,2097152
1871000,1871001,2097152
1872000,1872001,2097152
1873000,1873001,2097152
1874000,1874001,2097152
1875000,1875001,2097152
1876000,1876001,2097152
1877000,1877001,2097152
1878000,1878001,2097152
1879000,1879001,2097152
1880000,1880001,2097152
1881000,1881001,2097152
1882000,1882001,2097152
1883000,1883001,2097152
1884000,1884001,2097152
1885000,1885001,2097152
1886000,1886001,2097152
1887000,1887001,2097152
1888000,1888001,2097152
1889000,1889001,2097152
1890000,1890001,2097152
1891000,1891001,2097152
1892000,1892001,2097152
1893000,1893001,2097152
1894000,1894001,2097152
1895000,1895001,2097152
1896000,1896001,2097152
1897000,1897001,2097152
1898000,1898001,2097152
1899000,1899001,2097152
1900000,1900001,2097152
1901000,1901001,2097152
1902000,1902001,2097152
1903000,1903001,2097152
1904000,1904001,2097152
1905000,1905001,2097152
1906000,1906001,2097152
1907000,1907001,2097152
1908000,1908001,2097152
1909000,1909001,2097152
1910000,1910001,2097152
1911000,1911001,2097152
1912000,1912001,2097152
1913000,1913001,2097152
1914000,1914001,2097152
1915000,1915001,2097152
1916000,1916001,2097152
1917000,1917001,2097152
1918000,1918001,2097152
1919000,1919001,2097152
1920000,1920001,2097152
1921000,1921001,2097152
1922000,1922001,2097152
1923000,1923001,2097152
1924000,1924001,2097152
1925000,1925001,2097152
1926000,1926001,2097152
1927000,1927001,2097152
1928000,1928001,2097152
1929000,1929001,2097152
1930000,1930001,2097152
1931000,1931001,2097152
1932000,1932001,2097152
1933000,1933001,2097152
1934000,1934001,2097152
1935000,1935001,2097152
1936000,1936001,2097152
1937000,1937001,2097152
1938000,1938001,2097152
1939000,1939001,2097152
1940000,1940001,2097152
1941000,1941001,2097152
1942000,1942001,2097152
1943000,1943001,2097152
1944000,1944001,2097152
1945000,1945001,2097152
1946000,1946001,2097152
1947000,1947001,2097152
1948000,1948001,2097152
1949000,1949001,2097152
1950000,1950001,2097152
1951000,1951001,2097152
1952000,1952001,2097152
1953000,1953001,2097152
1954000,1954001,2097152
1955000,1955001,2097152
1956000,1956001,2097152
1957000,1957001,2097152
1958000,1958001,2097152
1959000,1959001,2097152
1960000,1960001,2097152
1961000,1961001,2097152
1962000,1962001,2097152
1963000,1963001,2097152
1964000,1964001,2097152
1965000,1965001,2097152
1966000,1966001,2097152
1967000,1967001,2097152
1968000,1968001,2097152
1969000,1969001,2097152
1970000,1970001,2097152
1971000,1971001,2097152
1972000,1972001,2097152
1973000,1973001,2097152
1974000,1974001,2097152
1975000,1975001,2097152
1976000,1976001,2097152
1977000,1977001,2097152
1978000,1978001,2097152
1979000,1979001,2097152
1980000,1980001,2097152
1981000,1981001,2097152
1982000,1982001,2097152
1983000,1983001,2097152
1984000,1984001,2097152
1985000,1985001,2097152
1986000,1986001,2097152
1987000,1987001,2097152
1988000,1988001,2097152
1989000,1989001,2097152
1990000,1990001,2097152
1991000,1991001,2097152
1992000,1992001,2097152
1993000,1993001,2097152
1994000,1994001,2097152
1995000,1995001,2097152
1996000,1996001,2097152
1997000,1997001,2097152
1998000,1998001,2097152
1999000,1999001,2097152
2000000,2000001,2097152
2001000,2001001,2097152
2002000,2002001,2097152
2003000,2003001,2097152
2004000,2004001,2097152
2005000,2005001,2097152
2006000,2006001,2097152
2007000,2007001,2097152
2008000,2008001,2097152
2009000,2009001,2097152
2010000,2010001,2097152
2011000,2011001,2097152
2012000,2012001,2097152
2013000,2013001,2097152
2014000,2014001,2097152
2015000,2015001,2097152
2016000,2016001,2097152
2017000,2017001,2097152
2018000,2018001,2097152
2019000,2019001,2097152
2020000,2020001,2097152
2021000,2021001,2097152
2022000,2022001,2097152
2023000,2023001,2097152
2024000,2024001,2097152
2025000,2025001,2097152
2026000,2026001,2097152
2027000,2027001,2097152
2028000,2028001,2097152
2029000,2029001,2097152
2030000,2030001,2097152
2031000,2031001,2097152
2032000,2032001,2097152
2033000,2033001,2097152
2034000,2034001,2097152
2035000,2035001,2097152
2036000,2036001,2097152
2037000,2037001,2097152
2038000,2038001,2097152
2039000,2039001,2097152
2040000,2040001,2097152
2041000,2041001,2097152
2042000,2042001,2097152
2043000,2043001,2097152
2044000,2044001,2097152
2045000,2045001,2097152
2046000,2046001,2097152
2047000,2047001,2097152
2048000,2048001,2097152
2049000,2049001,2097152
2050000,2050001,2097152
2051000,2051001,2097152
2052000,2052001,2097152
2053000,2053001,2097152
2054000,2054001,2097152
2055000,2055001,2097152
2056000,2056001,2097152
2057000,2057001,2097152
2058000,2058001,2097152
2059000,2059001,2097152
2060000,2060001,2097152
2061000,2061001,2097152
2062000,2062001,2097152
2063000,2063001,2097152
2064000,2064001,2097152
2065000,2065001,2097152
2066000,2066001,2097152
2067000,2067001,2097152
2068000,2068001,2097152
2069000,2069001,2097152
2070000,2070001,2097152
2071000,2071001,2097152
2072000,2072001,2097152
2073000,2073001,2097152
2074000,2074001,2097152
2075000,2075001,2097152
2076000,2076001,2097152
2077000,2077001,2097152
2078000,2078001,2097152
2079000,2079001,2097152
2080000,2080001,2097152
2081000,2081001,2097152
2082000,2082001,2097152
2083000,2083001,2097152
2084000,2084001,2097152
2085000,2085001,2097152
2086000,2086001,2097152
2087000,2087001,2097152
2088000,2088001,2097152
2089000,2089001,2097152
2090000,2090001,2097152
2091000,2091001,2097152
2092000,2092001,2097152
2093000,2093001,2097152
2094000,2094001,2097152
2095000,2095001,2097152
2096000,2096001,2097152
2097000,2097001,2097152
2097152,2097153,4194304
2098000,2098001,4194304
2099000,2099001,4194304
2100000,2100001,4194304
2101000,2101001,4194304
2102000,2102001,4194304
2103000,2103001,4194304
2104000,2104001,4194304
2105000,2105001,4194304
2106000,2106001,4194304
2107000,2107001,4194304
2108000,2108001,4194304
2109000,2109001,4194304
2110000,2110001,4194304
2111000,2111001,4194304
2112000,2112001,4194304
2113000,2113001,4194304
2114000,2114001,4194304
2115000,2115001,4194304
2116000,2116001,4194304
2117000,2117001,4194304
2118000,2118001,4194304
2119000,2119001,4194304
2120000,2120001,4194304
2121000,2121001,4194304
2122000,2122001,4194304
2123000,2123001,4194304
2124000,2124001,4194304
2125000,2125001,4194304
2126000,2126001,4194304
2127000,2127001,4194304
2128000,2128001,4194304
2129000,2129001,4194304
2130000,2130001,4194304
2131000,2131001,4194304
2132000,2132001,4194304
2133000,2133001,4194304
2134000,2134001,4194304
2135000,2135001,4194304
2136000,2136001,4194304
2137000,2137001,4194304
2138000,2138001,4194304
2139000,2139001,4194304
2140000,2140001,4194304
2141000,2141001,4194304
2142000,2142001,4194304
2143000,2143001,4194304
2144000,2144001,4194304
2145000,2145001,4194304
2146000,2146001,4194304
2147000,2147001,4194304
2148000,2148001,4194304
2149000,2149001,4194304
2150000,2150001,4194304
2151000,2151001,4194304
2152000,2152001,4194304
2153000,2153001,4194304
2154000,2154001,4194304
2155000,2155001,4194304
2156000,2156001,4194304
2157000,2157001,4194304
2158000,2158001,4194304
2159000,2159001,4194304
2160000,2160001,4194304
2161000,2161001,4194304
2162000,2162001,4194304
2163000,2163001,4194304
2164000,2164001,4194304
2165000,2165001,4194304
2166000,2166001,4194304
2167000,2167001,4194304
2168000,2168001,4194304
2169000,2169001,4194304
2170000,2170001,4194304
2171000,2171001,4194304
2172000,2172001,4194304
2173000,2173001,4194304
2174000,2174001,4194304
2175000,2175001,4194304
2176000,2176001,4194304
2177000,2177001,4194304
2178000,2178001,4194304
2179000,2179001,4194304
2180000,2180001,4194304
2181000,2181001,4194304
2182000,2182001,4194304
2183000,2183001,4194304
2184000,2184001,4194304
2185000,2185001,4194304
2186000,2186001,4194304
2187000,2187001,4194304
2188000,2188001,4194304
2189000,2189001,4194304
2190000,2190001,4194304
2191000,2191001,4194304
2192000,2192001,4194304
2193000,2193001,4194304
2194000,2194001,4194304
2195000,2195001,4194304
2196000,2196001,4194304
2197000,2197001,4194304
2198000,2198001,4194304
2199000,2199001,4194304
2200000,2200001,4194304
2201000,2201001,4194304
2202000,2202001,4194304
2203000,2203001,4194304
2204000,2204001,4194304
2205000,2205001,4194304
2206000,2206001,4194304
2207000,2207001,4194304
2208000,2208001,4194304
2209000,2209001,4194304
2210000,2210001,4194304
2211000,2211001,4194304
2212000,2212001,4194304
2213000,2213001,4194304
2214000,2214001,4194304
2215000,2215001,4194304
2216000,2216001,4194304
2217000,2217001,4194304
2218000,2218001,4194304
2219000,2219001,4194304
2220000,2220001,4194304
2221000,2221001,4194304
2222000,2222001,4194304
2223000,2223001,4194304
2224000,2224001,4194304
2225000,2225001,4194304
2226000,2226001,4194304
2227000,2227001,4194304
2228000,2228001,4194304
2229000,2229001,4194304
2230000,2230001,4194304
2231000,2231001,4194304
2232000,2232001,4194304
2233000,2233001,4194304
2234000,2234001,4194304
2235000,2235001,4194304
2236000,2236001,4194304
2237000,2237001,4194304
2238000,2238001,4194304
2239000,2239001,4194304
2240000,2240001,4194304
2241000,2241001,4194304
2242000,2242001,4194304
2243000,2243001,4194304
2244000,2244001,4194304
2245000,2245001,4194304
2246000,2246001,4194304
2247000,2247001,4194304
2248000,2248001,4194304
2249000,2249001,4194304
2250000,2250001,4194304
2251000,2251001,4194304
2252000,2252001,4194304
2253000,2253001,4194304
2254000,2254001,4194304
2255000,2255001,4194304
2256000,2256001,4194304
2257000,2257001,4194304
2258000,2258001,4194304
2259000,2259001,4194304
2260000,2260001,4194304
2261000,2261001,4194304
2262000,2262001,4194304
2263000,2263001,4194304
2264000,2264001,4194304
2265000,2265001,4194304
2266000,2266001,4194304
2267000,2267001,4194304
2268000,2268001,4194304
2269000,2269001,4194304
2270000,2270001,4194304
2271000,2271001,4194304
2272000,2272001,4194304
2273000,2273001,4194304
2274000,2274001,4194304
2275000,2275001,4194304
2276000,2276001,4194304
2277000,2277001,4194304
2278000,2278001,4194304
2279000,2279001,4194304
2280000,2280001,4194304
2281000,2281001,4194304
2282000,2282001,4194304
2283000,2283001,4194304
2284000,2284001,4194304
2285000,2285001,4194304
2286000,2286001,4194304
2287000,2287001,4194304
2288000,2288001,4194304
2289000,2289001,4194304
2290000,2290001,4194304
2291000,2291001,4194304
2292000,2292001,4194304
2293000,2293001,4194304
2294000,2294001,4194304
2295000,2295001,4194304
2296000,2296001,4194304
2297000,2297001,4194304
2298000,2298001,4194304
2299000,2299001,4194304
2300000,2300001,4194304
2301000,2301001,4194304
2302000,2302001,4194304
2303000,2303001,4194304
2304000,2304001,4194304
2305000,2305001,4194304
2306000,2306001,4194304
2307000,2307001,4194304
2308000,2308001,4194304
2309000,2309001,4194304
2310000,2310001,4194304
2311000,2311001,4194304
2312000,2312001,4194304
2313000,2313001,4194304
2314000,2314001,4194304
2315000,2315001,4194304
2316000,2316001,4194304
2317000,2317001,4194304
2318000,2318001,4194304
2319000,2319001,4194304
2320000,2320001,4194304
2321000,2321001,4194304
2322000,2322001,4194304
2323000,2323001,4194304
2324000,2324001,4194304
2325000,2325001,4194304
2326000,2326001,4194304
2327000,2327001,4194304
2328000,2328001,4194304
2329000,2329001,4194304
2330000,2330001,4194304
2331000,2331001,4194304
2332000,2332001,4194304
2333000,2333001,4194304
2334000,2334001,4194304
2335000,2335001,4194304
2336000,2336001,4194304
2337000,2337001,4194304
2338000,2338001,4194304
2339000,2339001,4194304
2340000,2340001,4194304
2341000,2341001,4194304
2342000,2342001,4194304
2343000,2343001,4194304
2344000,2344001,4194304
2345000,2345001,4194304
2346000,2346001,4194304
2347000,2347001,4194304
2348000,2348001,4194304
2349000,2349001,4194304
2350000,2350001,4194304
2351000,2351001,4194304
2352000,2352001,4194304
2353000,2353001,4194304
2354000,2354001,4194304
2355000,2355001,4194304
2356000,2356001,4194304
2357000,2357001,4194304
2358000,2358001,4194304
2359000,2359001,4194304
2360000,2360001,4194304
2361000,2361001,4194304
2362000,2362001,4194304
2363000,2363001,4194304
2364000,2364001,4194304
2365000,2365001,4194304
2366000,2366001,4194304
2367000,2367001,4194304
2368000,2368001,4194304
2369000,2369001,4194304
2370000,2370001,4194304
2371000,2371001,4194304
2372000,2372001,4194304
2373000,2373001,4194304
2374000,2374001,4194304
2375000,2375001,4194304
2376000,2376001,4194304
2377000,2377001,4194304
2378000,2378001,4194304
2379000,2379001,4194304
2380000,2380001,4194304
2381000,2381001,4194304
2382000,2382001,4194304
2383000,2383001,4194304
2384000,2384001,4194304
2385000,2385001,4194304
2386000,2386001,4194304
2387000,2387001,4194304
2388000,2388001,4194304
2389000,2389001,4194304
2390000,2390001,4194304
2391000,2391001,4194304
2392000,2392001,4194304
2393000,2393001,4194304
2394000,2394001,4194304
2395000,2395001,4194304
2396000,2396001,4194304
2397000,2397001,4194304
2398000,2398001,4194304
2399000,2399001,4194304
2400000,2400001,4194304
2401000,2401001,4194304
2402000,2402001,4194304
2403000,2403001,4194304
2404000,2404001,4194304
2405000,2405001,4194304
2406000,2406001,4194304
2407000,2407001,4194304
2408000,2408001,4194304
2409000,2409001,4194304
2410000,2410001,4194304
2411000,2411001,4194304
2412000,2412001,4194304
2413000,2413001,4194304
2414000,2414001,4194304
2415000,2415001,4194304
2416000,2416001,4194304
2417000,2417001,4194304
2418000,2418001,4194304
2419000,2419001,4194304
2420000,2420001,4194304
2421000,2421001,4194304
2422000,2422001,4194304
2423000,2423001,4194304
2424000,2424001,4194304
2425000,2425001,4194304
2426000,2426001,4194304
2427000,2427001,4194304
2428000,2428001,4194304
2429000,2429001,4194304
2430000,2430001,4194304
2431000,2431001,4194304
2432000,2432001,4194304
2433000,2433001,4194304
2434000,2434001,4194304
2435000,2435001,4194304
2436000,2436001,4194304
2437000,2437001,4194304
2438000,2438001,4194304
2439000,2439001,4194304
2440000,2440001,4194304
2441000,2441001,4194304
2442000,2442001,4194304
2443000,2443001,4194304
2444000,2444001,4194304
2445000,2445001,4194304
2446000,2446001,4194304
2447000,2447001,4194304
2448000,2448001,4194304
2449000,2449001,4194304
2450000,2450001,4194304
2451000,2451001,4194304
2452000,2452001,4194304
2453000,2453001,4194304
2454000,2454001,4194304
2455000,2455001,4194304
2456000,2456001,4194304
2457000,2457001,4194304
2458000,2458001,4194304
2459000,2459001,4194304
2460000,2460001,4194304
2461000,2461001,4194304
2462000,2462001,4194304
2463000,2463001,4194304
2464000,2464001,4194304
2465000,2465001,4194304
2466000,2466001,4194304
2467000,2467001,4194304
2468000,2468001,4194304
2469000,2469001,4194304
2470000,2470001,4194304
2471000,2471001,4194304
2472000,2472001,4194304
2473000,2473001,4194304
2474000,2474001,4194304
2475000,2475001,4194304
2476000,2476001,4194304
2477000,2477001,4194304
2478000,2478001,4194304
2479000,2479001,4194304
2480000,2480001,4194304
2481000,2481001,4194304
2482000,2482001,4194304
2483000,2483001,4194304
2484000,2484001,4194304
2485000,2485001,4194304
2486000,2486001,4194304
2487000,2487001,4194304
2488000,2488001,4194304
2489000,2489001,4194304
2490000,2490001,4194304
2491000,2491001,4194304
2492000,2492001,4194304
2493000,2493001,4194304
2494000,2494001,4194304
2495000,2495001,4194304
2496000,2496001,4194304
2497000,2497001,4194304
2498000,2498001,4194304
2499000,2499001,4194304
2500000,2500001,4194304
2501000,2501001,4194304
2502000,2502001,4194304
2503000,2503001,4194304
2504000,2504001,4194304
2505000,2505001,4194304
2506000,2506001,4194304
2507000,2507001,4194304
2508000,2508001,4194304
2509000,2509001,4194304
2510000,2510001,4194304
2511000,2511001,4194304
2512000,2512001,4194304
2513000,2513001,4194304
2514000,2514001,4194304
2515000,2515001,4194304
2516000,2516001,4194304
2517000,2517001,4194304
2518000,2518001,4194304
2519000,2519001,4194304
2520000,2520001,4194304
2521000,2521001,4194304
2522000,2522001,4194304
2523000,2523001,4194304
